Id,SalePrice
1656,145559.613378
1657,159053.767064
1658,148050.071598
1659,133141.701765
1660,146593.814976
1661,386219.552253
1662,337052.770523
1663,334153.126821
1664,430102.485465
1665,292262.029381
1666,300290.212679
1667,317203.303224
1668,316965.397198
1669,300972.776174
1670,317169.694497
1671,267530.681599
1672,392491.741521
1673,294672.970314
1674,263497.591089
1675,190027.858514
1676,200421.335491
1677,215704.153421
1678,412377.754826
1679,329438.927864
1680,287940.30952
1681,250999.394703
1682,293533.700372
1683,193912.036833
1684,202525.11548
1685,178132.860391
1686,175078.853169
1687,181072.567985
1688,210310.817911
1689,207692.585833
1690,216754.86568
1691,204104.819062
1692,269594.435112
1693,183829.469412
1694,195635.320316
1695,184860.166644
1696,283972.814942
1697,189180.817305
1698,331114.099371
1699,316622.215178
1700,254300.83587
1701,284981.390886
1702,262268.661546
1703,264415.457655
1704,289630.904754
1705,239958.485241
1706,381663.583838
1707,192596.390106
1708,204775.739056
1709,273299.896308
1710,236555.828672
1711,277259.053046
1712,258739.482774
1713,270395.111586
1714,224351.526804
1715,208300.789199
1716,183263.911201
1717,187490.975311
1718,113821.124619
1719,213281.484361
1720,259192.976714
1721,180807.639696
1722,101388.210341
1723,163447.754346
1724,231297.183587
1725,243629.987735
1726,188344.567392
1727,152573.686606
1728,197223.635157
1729,174528.726097
1730,164992.480245
1731,118861.242939
1732,122939.962937
1733,108059.421828
1734,108641.727891
1735,126348.413011
1736,102611.258536
1737,344993.9214
1738,250495.33263
1739,277949.236455
1740,193151.03535
1741,188554.216177
1742,176831.398749
1743,184393.474634
1744,311777.085908
1745,217547.24384
1746,229147.524573
1747,237164.015242
1748,232718.803755
1749,159639.852279
1750,148706.330556
1751,259576.565764
1752,110939.320899
1753,151474.310125
1754,236698.553107
1755,177898.359829
1756,136565.323464
1757,96749.8390505
1758,156401.210098
1759,187697.822794
1760,173727.443199
1761,163409.212001
1762,175052.130048
1763,170830.01221
1764,108064.70176
1765,198218.815356
1766,210700.514026
1767,256615.269936
1768,140712.409374
1769,187832.504404
1770,159779.008829
1771,111466.711643
1772,124369.993065
1773,105741.371015
1774,139825.345322
1775,144552.559796
1776,137439.498694
1777,96802.2288616
1778,141098.568883
1779,122036.303085
1780,197596.215267
1781,114384.747265
1782,45036.7856955
1783,141289.091748
1784,84148.9777079
1785,100044.636363
1786,150981.399186
1787,169691.250602
1788,-8158.68742794
1789,99808.8260536
1790,32741.1103516
1791,210394.543278
1792,169298.272598
1793,157062.28101
1794,180221.304574
1795,127540.074249
1796,132074.389848
1797,142496.237505
1798,100778.866677
1799,103762.700368
1800,100897.559984
1801,99493.5939476
1802,157425.60368
1803,173228.691698
1804,135427.785184
1805,144060.460767
1806,136973.117251
1807,171151.931159
1808,122173.096578
1809,100128.664869
1810,148605.413109
1811,28504.8042244
1812,77417.4797836
1813,116938.072043
1814,81520.8146912
1815,10259.4384031
1816,90877.438529
1817,98240.0786417
1818,157290.2341
1819,125707.458223
1820,22746.2123357
1821,116580.477866
1822,165683.087488
1823,-3521.65868177
1824,133166.604356
1825,136351.073992
1826,98984.5212909
1827,98896.6604338
1828,137527.723982
1829,173660.216909
1830,167530.19852
1831,187310.9283
1832,78222.2639992
1833,158178.830746
1834,130497.952483
1835,105256.893025
1836,123796.923252
1837,69200.9883717
1838,118241.963973
1839,82811.5477971
1840,135578.705636
1841,122777.925998
1842,79292.2247816
1843,122789.275898
1844,131839.145262
1845,131988.015004
1846,152266.220725
1847,158771.051051
1848,-16893.6081234
1849,123301.183704
1850,115441.583056
1851,148720.332059
1852,118271.242313
1853,119502.62352
1854,184654.653003
1855,158580.147616
1856,238676.493604
1857,142355.801958
1858,124541.159756
1859,108684.71606
1860,148127.136423
1861,107668.657714
1862,288891.362895
1863,286755.760434
1864,286775.938496
1865,328460.993602
1866,321323.997291
1867,244234.810226
1868,290272.369171
1869,227601.449955
1870,255458.377882
1871,252739.634485
1872,174010.818809
1873,232819.233005
1874,138375.761266
1875,211570.300784
1876,211509.601747
1877,226433.43576
1878,217380.700537
1879,107500.25763
1880,147161.544551
1881,252385.997499
1882,255040.495482
1883,194788.133439
1884,210569.036412
1885,261441.944539
1886,279977.816897
1887,237936.185477
1888,295786.845418
1889,167955.769387
1890,108918.78512
1891,142745.276055
1892,68798.1647248
1893,129149.005747
1894,73046.9725199
1895,156343.060469
1896,120039.41275
1897,112614.311574
1898,121899.609086
1899,152707.936784
1900,155025.849323
1901,171232.845479
1902,136964.273119
1903,214405.541079
1904,130789.029005
1905,198496.828071
1906,158379.874431
1907,215576.994089
1908,132245.646975
1909,153365.222189
1910,137371.365759
1911,215055.386351
1912,295583.445782
1913,164138.81114
1914,47304.6372762
1915,258412.833547
1916,14858.8117331
1917,268764.142968
1918,143356.502777
1919,193083.20721
1920,176123.750426
1921,341659.713098
1922,307346.305608
1923,223994.638743
1924,230279.50783
1925,228930.250061
1926,345931.49713
1927,126366.331344
1928,169096.707547
1929,105874.06909
1930,129114.880734
1931,140974.357325
1932,135775.262788
1933,164510.635165
1934,188616.412852
1935,184398.798102
1936,190105.94553
1937,187956.317141
1938,174762.703063
1939,240203.86337
1940,195076.725386
1941,182686.200811
1942,200935.658185
1943,204977.909639
1944,284131.639662
1945,337297.584489
1946,162797.871181
1947,273589.858777
1948,186506.740217
1949,256862.061474
1950,217132.301809
1951,278690.343926
1952,240440.642197
1953,202710.971763
1954,227078.348584
1955,134366.834518
1956,332952.575539
1957,178650.892317
1958,314845.063839
1959,123298.865961
1960,86927.3253547
1961,117831.858314
1962,114419.915859
1963,126894.233683
1964,103976.041434
1965,140979.502494
1966,155024.83372
1967,282415.701951
1968,349243.721167
1969,341227.546509
1970,352931.32619
1971,407560.154758
1972,343733.16675
1973,273316.501709
1974,301045.261844
1975,423532.293305
1976,301200.764818
1977,350308.233486
1978,304857.19231
1979,304927.725379
1980,185341.476318
1981,314781.851885
1982,230664.336427
1983,213033.242606
1984,184432.566504
1985,243285.336727
1986,243171.670917
1987,197339.192363
1988,181142.801005
1989,207585.052822
1990,227632.297643
1991,221104.623429
1992,247359.678307
1993,186938.183616
1994,247369.456454
1995,199725.791288
1996,292690.202362
1997,293356.42458
1998,310880.206422
1999,266233.716632
2000,309925.256149
2001,275555.434654
2002,259183.474223
2003,268342.49513
2004,289938.492422
2005,226441.046193
2006,215755.662327
2007,264904.607042
2008,225734.845725
2009,197489.790979
2010,213063.160119
2011,139403.810147
2012,181601.502395
2013,175305.211214
2014,195140.108995
2015,201294.236764
2016,195244.849066
2017,208817.108137
2018,108086.519347
2019,129223.05954
2020,73544.3716663
2021,87916.8222561
2022,196043.200172
2023,136810.77458
2024,275929.973759
2025,337334.246543
2026,181187.595894
2027,152764.567905
2028,169861.240861
2029,171821.60684
2030,262654.38539
2031,248608.048946
2032,237764.846743
2033,260916.918708
2034,178879.435868
2035,242342.209793
2036,228356.064605
2037,231580.816098
2038,305056.889129
2039,215479.714858
2040,359203.504006
2041,277708.541995
2042,213056.351954
2043,177779.987872
2044,190302.781037
2045,217366.061425
2046,121303.676165
2047,136218.360809
2048,139342.915311
2049,111648.555525
2050,186377.078176
2051,110406.765875
2052,130277.446345
2053,138868.22405
2054,67249.2527529
2055,162084.997977
2056,144797.259336
2057,100557.076463
2058,221435.048091
2059,132492.313164
2060,192473.780481
2061,200312.430762
2062,113174.917079
2063,104377.186366
2064,128306.363104
2065,122278.098741
2066,185951.689037
2067,118935.486149
2068,121176.816386
2069,72500.3711596
2070,99269.5100761
2071,65222.3490909
2072,168099.421956
2073,132665.71997
2074,172515.234497
2075,151530.941847
2076,128662.427333
2077,126177.857614
2078,104195.814572
2079,144756.822389
2080,123107.189559
2081,115926.99038
2082,70486.9429985
2083,142134.028451
2084,96213.8236994
2085,101337.46049
2086,150271.55496
2087,134368.391269
2088,104211.491647
2089,61380.7858074
2090,121968.012078
2091,44098.3998898
2092,150235.614484
2093,129282.966517
2094,121272.81631
2095,131902.754038
2096,79388.4283916
2097,69710.4075845
2098,152469.470441
2099,10802.6428712
2100,23007.9329434
2101,94408.9179768
2102,152418.375875
2103,89446.0161235
2104,130977.815183
2105,106974.619381
2106,23309.6001416
2107,215044.877705
2108,121375.596844
2109,96878.60239
2110,122220.745563
2111,173893.015722
2112,125195.235404
2113,115470.615054
2114,120711.751997
2115,157172.376505
2116,123492.71183
2117,148009.297221
2118,123003.703586
2119,109672.298421
2120,116871.883336
2121,76296.6414818
2122,87087.4849614
2123,103713.74327
2124,194870.520169
2125,135856.996836
2126,151922.33929
2127,151980.214637
2128,139011.549586
2129,122279.557658
2130,130608.147259
2131,176400.32905
2132,131778.794885
2133,136563.631454
2134,129457.433076
2135,117345.494023
2136,-9484.95412154
2137,101866.053622
2138,133229.950055
2139,155394.761322
2140,133336.143862
2141,160402.268686
2142,115947.902413
2143,137629.210655
2144,99875.9148278
2145,132528.645211
2146,192088.64581
2147,152493.537756
2148,166968.542603
2149,141792.679115
2150,233695.021639
2151,136775.491032
2152,150052.177193
2153,185851.458487
2154,82806.5593853
2155,153548.542395
2156,270933.262468
2157,251115.860422
2158,234312.666572
2159,220259.145874
2160,188408.244925
2161,262449.569543
2162,379880.511937
2163,326701.703305
2164,258821.579153
2165,213583.102602
2166,152790.825227
2167,225384.031859
2168,202044.871975
2169,202250.707145
2170,206496.645592
2171,160488.181794
2172,134701.791255
2173,197798.283311
2174,241591.457753
2175,307033.629792
2176,296410.57972
2177,240710.757839
2178,232810.768877
2179,150011.007797
2180,237932.642354
2181,196923.987675
2182,234385.82758
2183,193104.492968
2184,124430.344278
2185,127779.964373
2186,170333.921835
2187,161432.088263
2188,166678.556438
2189,291392.479226
2190,34905.205604
2191,35923.4381732
2192,30419.3821771
2193,87652.2099451
2194,87146.151937
2195,79713.9268361
2196,72664.4196261
2197,94529.7938832
2198,187245.548565
2199,192740.687021
2200,148081.14811
2201,142250.705755
2202,211606.224786
2203,124895.099151
2204,149032.789304
2205,101318.471792
2206,148142.30784
2207,212973.805867
2208,258801.448891
2209,202197.081957
2210,134186.007166
2211,137252.00393
2212,119886.658009
2213,73947.6250221
2214,128975.867632
2215,98354.6285814
2216,144011.193119
2217,19854.7737825
2218,78952.5918684
2219,75694.6822671
2220,46656.0331301
2221,258876.683461
2222,241398.316653
2223,298660.267801
2224,240271.664038
2225,116299.441844
2226,185569.100235
2227,226397.851355
2228,280448.93503
2229,241726.920821
2230,142795.70454
2231,212040.609739
2232,200549.803939
2233,192993.596354
2234,254914.451502
2235,212192.379521
2236,262761.702995
2237,317868.63503
2238,244521.842351
2239,105485.342815
2240,167676.697602
2241,137677.607756
2242,113033.05546
2243,109217.893945
2244,85183.751853
2245,85166.0451763
2246,135506.639038
2247,112945.782136
2248,120261.867179
2249,110825.803206
2250,131478.545857
2251,111952.420496
2252,206327.597649
2253,164885.400422
2254,186252.516757
2255,211634.426896
2256,189605.553912
2257,202653.327936
2258,179254.760845
2259,185213.263577
2260,167225.894213
2261,199357.677082
2262,213876.314296
2263,321810.04671
2264,399124.946519
2265,155557.643521
2266,262217.928648
2267,349056.864928
2268,361843.540841
2269,170919.973413
2270,212096.102257
2271,239066.739507
2272,249505.817963
2273,177698.528469
2274,205779.4376
2275,183419.894612
2276,197541.898685
2277,203041.554108
2278,170595.977329
2279,99152.5095862
2280,93557.1842897
2281,163756.864741
2282,184167.636057
2283,124731.611283
2284,102320.135773
2285,149854.422795
2286,114687.040715
2287,318373.053376
2288,265319.982446
2289,315962.73239
2290,361378.733174
2291,302506.798884
2292,377600.779961
2293,375933.370166
2294,330845.476032
2295,415089.857558
2296,247361.658741
2297,297248.747627
2298,298814.182076
2299,325865.202438
2300,309404.107501
2301,286240.177633
2302,262542.67025
2303,256466.045593
2304,247319.733103
2305,192633.825255
2306,195337.881741
2307,200100.859676
2308,225055.288054
2309,273587.359567
2310,210091.746982
2311,219462.237965
2312,188374.736774
2313,176848.603907
2314,192716.529043
2315,181061.1075
2316,209947.845529
2317,185497.224723
2318,169285.131637
2319,192416.135803
2320,191849.791241
2321,262110.578141
2322,202943.415515
2323,195893.335537
2324,201792.890155
2325,208893.556872
2326,187431.647827
2327,212130.280797
2328,226262.092696
2329,201931.671929
2330,194453.744018
2331,324278.544773
2332,357959.971115
2333,314569.273766
2334,259858.161995
2335,275068.387179
2336,312145.319358
2337,192285.218684
2338,275512.101248
2339,242413.543945
2340,376440.729263
2341,206120.915274
2342,249245.128391
2343,237462.115534
2344,238120.253048
2345,247883.62339
2346,209218.921035
2347,190414.569241
2348,238333.68893
2349,171057.273134
2350,276273.103348
2351,236644.729926
2352,264611.955302
2353,256281.395792
2354,118059.559869
2355,132676.611343
2356,160525.483618
2357,209383.889984
2358,195357.756919
2359,125574.56322
2360,116974.638455
2361,142962.70787
2362,283693.823474
2363,151347.502265
2364,200631.84797
2365,228845.488302
2366,192241.761916
2367,218816.382156
2368,200926.975949
2369,206628.797975
2370,177331.386059
2371,150919.247323
2372,185553.412398
2373,282082.710381
2374,295793.669904
2375,239304.948911
2376,305355.954871
2377,324834.949073
2378,160391.762425
2379,243100.379774
2380,156898.285646
2381,181645.226442
2382,237475.604918
2383,225075.879345
2384,260411.775634
2385,178905.728943
2386,142042.688098
2387,122360.423284
2388,110703.990518
2389,133730.318327
2390,154699.514208
2391,135712.687556
2392,95526.0665468
2393,192402.863935
2394,136048.643141
2395,215042.125412
2396,156350.015244
2397,231364.960584
2398,129003.150514
2399,10979.6575416
2400,9315.24707564
2401,116229.494668
2402,143361.573675
2403,134447.923564
2404,145424.631113
2405,169975.394019
2406,150584.631478
2407,118871.014046
2408,151821.468678
2409,109306.715426
2410,203276.925196
2411,110716.184666
2412,147801.079108
2413,111071.322777
2414,133514.829713
2415,117291.65394
2416,143617.309459
2417,129957.265805
2418,120974.576944
2419,93735.3478697
2420,114144.12738
2421,113863.695249
2422,104538.416424
2423,89828.7116717
2424,154313.601234
2425,237184.527448
2426,154696.269685
2427,94783.9104167
2428,193745.125108
2429,101296.79446
2430,137322.03708
2431,98678.1781491
2432,127842.555418
2433,135884.044973
2434,124247.360413
2435,143428.885467
2436,96422.6041688
2437,96340.200835
2438,101596.34797
2439,116313.200337
2440,137260.870608
2441,104421.20067
2442,96367.2356562
2443,144654.702623
2444,127845.30557
2445,65777.1319647
2446,120381.11378
2447,215265.085961
2448,146221.250777
2449,118427.72357
2450,169479.916529
2451,110021.644232
2452,224712.944686
2453,80768.9943272
2454,120853.222895
2455,143009.850612
2456,132844.442686
2457,121667.086742
2458,123421.558098
2459,93635.4831924
2460,153862.1475
2461,116688.511916
2462,123823.93435
2463,137588.22991
2464,177793.312414
2465,147039.015744
2466,104224.18174
2467,167832.762015
2468,84975.3780195
2469,81824.3134361
2470,205752.659355
2471,227185.210524
2472,181937.897376
2473,96568.7342133
2474,66082.9594028
2475,246587.238664
2476,87773.8503503
2477,84043.0239158
2478,163383.052403
2479,99455.9894911
2480,138861.829241
2481,125119.981683
2482,114670.394437
2483,92154.3974558
2484,143001.671086
2485,120713.514173
2486,137296.350265
2487,215631.640424
2488,180599.478392
2489,163270.298094
2490,147016.455973
2491,90196.0655764
2492,204620.92665
2493,154145.077958
2494,166127.614061
2495,82547.1411688
2496,241176.404815
2497,153984.012565
2498,95593.5667475
2499,66688.8403264
2500,112596.392283
2501,127069.959931
2502,142983.554901
2503,77835.4813257
2504,163409.963995
2505,232949.719938
2506,268288.882422
2507,280827.705598
2508,269187.388131
2509,236167.308595
2510,236111.853956
2511,197025.826951
2512,208627.371486
2513,248796.651218
2514,274345.835103
2515,141142.719577
2516,182530.530729
2517,133659.91254
2518,138828.418591
2519,225791.725743
2520,237813.61571
2521,201074.181308
2522,239273.253953
2523,113432.012648
2524,130790.594799
2525,140012.43764
2526,127595.366329
2527,106051.599807
2528,116671.583564
2529,129273.185018
2530,117672.383399
2531,258429.396078
2532,234161.701169
2533,216930.498365
2534,254464.261933
2535,289968.335674
2536,256899.204062
2537,255641.579242
2538,191455.476089
2539,207723.740426
2540,176115.144004
2541,198890.322127
2542,150963.570709
2543,117937.723254
2544,108019.818265
2545,146000.855013
2546,156521.273906
2547,162823.670815
2548,155396.706859
2549,161570.478392
2550,581104.39838
2551,141753.809463
2552,122066.426237
2553,27507.141434
2554,59313.6912288
2555,127738.077384
2556,75207.6542073
2557,99842.8813813
2558,134752.779639
2559,107418.519763
2560,160334.661288
2561,155660.933204
2562,131997.373042
2563,139776.238187
2564,201566.715171
2565,146886.653557
2566,107871.014895
2567,98627.3164237
2568,204817.142504
2569,205668.649254
2570,133826.78282
2571,152698.296828
2572,191707.754469
2573,243975.077039
2574,271401.837352
2575,145156.037755
2576,113968.492229
2577,158805.868572
2578,86227.2739628
2579,18726.7630555
2580,67085.7543668
2581,123855.629834
2582,129304.90753
2583,269259.495971
2584,187665.350745
2585,191297.777074
2586,240274.854768
2587,224599.697944
2588,151932.552237
2589,163252.783713
2590,227016.002749
2591,260689.044171
2592,216540.63052
2593,235293.921054
2594,202863.989739
2595,222374.823401
2596,328762.258087
2597,191457.278613
2598,270390.048111
2599,323717.788693
2600,158352.689004
2601,155253.694689
2602,48253.7052551
2603,58658.1914292
2604,46513.9734046
2605,47547.8597878
2606,150638.108566
2607,225553.990789
2608,219983.471124
2609,173669.737297
2610,87638.979913
2611,119492.835046
2612,164347.642857
2613,129975.972062
2614,110563.722775
2615,179230.732074
2616,173664.047973
2617,205831.342811
2618,242022.716667
2619,236815.366874
2620,197872.680033
2621,184975.471512
2622,195713.282715
2623,245272.708851
2624,298772.58544
2625,253777.239416
2626,190688.335739
2627,183979.905447
2628,395207.175604
2629,395064.298159
2630,326739.119603
2631,398323.45281
2632,352014.466943
2633,282067.517279
2634,354631.993087
2635,174179.93642
2636,208640.27094
2637,197758.013148
2638,259455.813086
2639,214426.523404
2640,173677.182428
2641,88255.0773944
2642,184263.203714
2643,126761.154092
2644,132854.879957
2645,116073.306835
2646,110316.583801
2647,120648.417293
2648,154163.921456
2649,145831.363507
2650,151238.753225
2651,141570.788052
2652,356029.678017
2653,263737.31005
2654,234652.194533
2655,355406.735885
2656,308576.324742
2657,311430.727436
2658,261486.26543
2659,284593.000745
2660,310011.044712
2661,325177.721609
2662,335457.842523
2663,298118.187634
2664,264036.00154
2665,334536.328204
2666,278526.702131
2667,182786.960165
2668,197837.066161
2669,171213.82586
2670,283793.355157
2671,197971.594138
2672,202022.727554
2673,209422.147428
2674,221742.332703
2675,173324.789421
2676,204165.616605
2677,215277.845939
2678,260495.841177
2679,285897.742233
2680,292018.106314
2681,375628.074022
2682,315679.636618
2683,434518.488302
2684,314506.000529
2685,336169.702424
2686,258396.852326
2687,294356.584613
2688,227623.960727
2689,211142.558131
2690,367734.510892
2691,185780.347183
2692,115006.149753
2693,199419.215535
2694,123389.446634
2695,215465.591299
2696,200530.161054
2697,190636.788596
2698,205107.256676
2699,175782.187056
2700,149907.890817
2701,158272.801464
2702,119344.773986
2703,150177.253248
2704,160112.134187
2705,98289.810612
2706,98030.0228957
2707,134085.00993
2708,109764.742784
2709,86449.6098066
2710,114251.24102
2711,256264.730427
2712,359137.151951
2713,175070.588372
2714,152753.831756
2715,163872.170543
2716,142362.728752
2717,178003.381024
2718,223586.646429
2719,143609.481212
2720,226546.913088
2721,136509.253978
2722,176258.004806
2723,178252.988478
2724,105836.098112
2725,124104.576118
2726,126416.696864
2727,166782.620532
2728,192606.132668
2729,134263.180765
2730,138007.732077
2731,134802.836007
2732,115240.922891
2733,177213.202934
2734,157643.974636
2735,132651.38384
2736,136086.834028
2737,108896.734255
2738,115442.337727
2739,164278.370088
2740,153994.8534
2741,123205.599338
2742,184816.518612
2743,141722.78131
2744,163332.187034
2745,159685.079721
2746,123701.151464
2747,180329.012673
2748,116592.706395
2749,133028.155544
2750,111951.206431
2751,126414.318171
2752,237021.162413
2753,174325.848705
2754,230680.539966
2755,140348.756532
2756,60947.3110026
2757,46913.8451299
2758,75606.5442434
2759,170853.883267
2760,109335.768477
2761,142717.979459
2762,139361.373061
2763,230898.752571
2764,196014.522921
2765,300760.191265
2766,110104.913337
2767,42373.5124576
2768,72578.4492009
2769,115852.871927
2770,177673.893498
2771,97348.6178678
2772,66026.9303525
2773,153436.204123
2774,145324.536877
2775,111013.209805
2776,160113.523207
2777,164685.91658
2778,139805.886366
2779,79706.5146102
2780,107793.613802
2781,91600.7425969
2782,77009.1142339
2783,79351.7167738
2784,96683.8741512
2785,121159.519003
2786,38114.4440147
2787,120680.998307
2788,37261.2356995
2789,188543.992273
2790,75659.3258012
2791,87299.66134
2792,11511.0634752
2793,179278.848678
2794,61610.5139369
2795,115300.85565
2796,80185.6857203
2797,209411.973645
2798,123930.326123
2799,107433.430779
2800,45023.564208
2801,113585.591658
2802,129073.683835
2803,145897.907436
2804,145671.12115
2805,108755.556398
2806,68590.8854945
2807,174883.640682
2808,159279.86485
2809,117406.283283
2810,123623.598264
2811,182307.195453
2812,176590.281445
2813,129012.285239
2814,133236.39111
2815,93666.1835151
2816,253524.533525
2817,157211.890707
2818,126954.160508
2819,189952.422748
2820,126254.606841
2821,106459.047267
2822,211363.662527
2823,290482.772917
2824,169740.493592
2825,175100.220552
2826,126427.678047
2827,122889.239624
2828,238625.779583
2829,240596.174026
2830,224856.434891
2831,203174.022228
2832,236494.284014
2833,282844.245713
2834,215864.494805
2835,222386.198411
2836,211268.209782
2837,184597.164552
2838,130253.612183
2839,181411.018189
2840,207359.102434
2841,211474.664884
2842,234705.895457
2843,151154.706334
2844,195891.306357
2845,109360.540916
2846,218148.485602
2847,216044.594939
2848,244147.064693
2849,205081.116454
2850,304659.330928
2851,229868.638709
2852,259536.537399
2853,234374.443345
2854,158185.154154
2855,220318.547856
2856,203314.848828
2857,196030.394279
2858,214901.938953
2859,117063.17641
2860,124054.640561
2861,135742.023493
2862,222511.214621
2863,123661.025349
2864,245789.393282
2865,142188.23154
2866,186424.921776
2867,67419.5092956
2868,126460.740775
2869,97737.5456268
2870,138140.329747
2871,63448.0651201
2872,-3621.08429109
2873,81393.8927544
2874,135703.310563
2875,114228.650174
2876,191615.83858
2877,132885.791047
2878,156487.89764
2879,124455.090729
2880,84234.0533211
2881,138794.073404
2882,156149.10555
2883,194329.698269
2884,216405.407154
2885,175008.426099
2886,227154.948575
2887,112744.576326
2888,149469.782839
2889,20539.5245942
2890,56613.6062979
2891,142431.526661
2892,18924.8934139
2893,45191.1815832
2894,22149.6715016
2895,286496.951505
2896,261271.67239
2897,209215.328083
2898,154020.014914
2899,223890.744081
2900,164509.60436
2901,235166.974246
2902,200097.252319
2903,312142.513329
2904,333239.191125
2905,34824.6734131
2906,245960.929624
2907,91172.3436959
2908,116482.854829
2909,144601.540824
2910,37325.8818121
2911,48496.4366201
2912,155263.06524
2913,53551.3677478
2914,30674.1387199
2915,41430.8664874
2916,58992.786479
2917,168972.282201
2918,81976.4003077
2919,260269.024071
